customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9316-YGYBW,Male,0,Yes,No,29,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.81,2137.14,No
9440-XSDZY,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.63,1538.06,No
7509-XUJML,Female,0,No,No,61,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.18,5686.88,No
7473-SWSKH,Male,0,Yes,No,56,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.19,4240.86,No
9239-RYZAZ,Male,1,Yes,Yes,7,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.65,507.09,No
4805-PVGWY,Male,1,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),101.03,6777.63,Yes
6172-XEVMV,Female,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.91,1753.13,Yes
8833-XGBFG,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.44,2397.84,No
1848-BUUZG,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.62,2305.85,No
4390-LDAQM,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.29,5530.2,No
4354-FKKFH,Male,0,No,No,64,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.32,3863.86,No
6494-KXVQG,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,102.25,6716.55,No
4032-YTPSB,Female,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,43.48,888.14,No
5643-ADDDS,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.57,1621.72,No
2996-SZHTN,Female,1,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.81,2343.41,No
3896-TVYBH,Female,1,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,61.03,1467.18,No
4772-EVVLB,Male,0,No,No,39,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,76.7,2992.12,No
2873-EVYLE,Male,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.69,3314.36,Yes
9500-RBHCY,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,104.56,3021.63,No
9325-GFMJT,Male,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,95.42,3723.32,No
5228-QUKHZ,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.53,212.92,No
1537-MABPG,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.79,701.82,Yes
6274-NPEXR,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,100.32,3608.76,No
6415-DVZQE,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.5,162.59,No
6109-YSPSW,Female,0,No,No,17,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.76,1222.51,No
6999-JMARH,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.99,1012.33,No
4166-KUWEG,Male,0,Yes,No,61,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),76.21,4638.47,No
7559-EYEKW,Female,0,No,No,72,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.37,5889.0,No
1510-NMQTE,Male,0,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),77.35,1005.43,No
2065-RWTPL,Male,0,Yes,No,6,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.98,320.09,Yes
5350-HGEUC,Male,0,Yes,Yes,42,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,71.1,2998.27,No
1092-JWVJW,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),97.33,275.76,No
2264-NEEVM,Female,1,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),98.42,3731.06,No
9931-FAVYR,Female,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.11,878.78,No
4346-XFQGM,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,85.55,2149.11,Yes
7574-ECBAQ,Male,0,No,No,33,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,82.85,2706.94,No
5540-JWDSF,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,93.81,537.86,Yes
5029-TPTUP,Female,1,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.14,639.81,Yes
2916-AVWFE,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,116.58,,Yes
6430-YZRKW,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.12,774.01,No
6412-TVPBY,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),93.17,1218.3,No
2348-RVECM,Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,105.94,3481.52,No
8401-NDTLD,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.34,795.83,No
5727-YXGWG,Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.18,1005.83,No
6565-VUDVK,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.48,1933.66,Yes
7248-VMEAP,Female,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.92,423.45,No
4041-AZEZC,Male,0,Yes,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,723.92,No
2125-TXXCH,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,2711.24,Yes
9644-CBCJU,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,93.08,5221.05,No
2310-ZUEAZ,Female,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),49.69,1272.42,No
2432-GHYRL,Female,0,No,No,72,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),66.43,4799.45,No
9129-UQBDA,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,99.72,5548.81,No
3349-DRZXA,Male,0,No,No,20,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.41,1477.99,No
8327-LKJPN,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.96,541.46,No
3096-ULTBJ,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),106.11,1816.89,No
7172-RYLGS,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.64,5161.09,No
3805-SQVWP,Male,0,Yes,No,42,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52.09,2171.77,No
4766-JQVBN,Female,0,No,No,35,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),75.93,2660.5,No
6234-GAJNZ,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.11,433.97,No
9051-HWAGL,Female,0,No,Yes,41,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.16,3041.58,No
7649-PLBBM,Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.32,,No
7924-JWNJL,Male,1,No,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,67.71,4454.99,No
2415-GSLDD,,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.36,2066.29,No
1280-PQMNZ,Female,0,No,No,50,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),69.74,3487.57,Yes
2353-RHFMZ,Female,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,71.51,1432.76,No
6273-LTPPF,Male,0,No,No,51,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,75.01,3826.09,No
3374-AGZLJ,Female,1,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.48,1270.32,No
7420-HPDLV,Male,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,85.38,3934.87,No
3233-WRFCJ,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),79.23,5072.35,No
1193-HYXDJ,Female,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.12,440.43,No
1043-UZVCN,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.85,2388.01,No
3261-UXNFS,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.57,431.8,No
8051-EEDYN,Male,0,Yes,No,17,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,71.51,1231.95,No
3454-WDRWY,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.36,1083.48,No
2294-GKDZC,Male,1,Yes,No,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.38,3030.66,Yes
6203-ACHYM,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.77,1008.06,Yes
8518-RKHMX,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,5593.04,No
8811-ZXZLB,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,117.67,460.92,No
9969-XGYLH,Male,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.89,1301.7,Yes
5595-DRTEN,Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,99.96,799.56,Yes
7537-KFUWH,Female,0,Yes,No,65,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,81.36,5292.2,No
2014-TGTCE,Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,93.41,1107.77,Yes
4862-CXTFF,Male,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.02,1498.12,No
9412-MWUYQ,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.4,814.89,No
4072-MCLBR,Female,1,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,74.83,241.16,No
4437-VPPPM,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,109.91,2960.57,No
2499-VQWNX,Male,0,Yes,No,39,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,81.9,3193.61,No
6404-XFXLT,Female,0,No,No,59,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),77.28,4543.57,No
1689-YCJEY,Male,0,No,Yes,44,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),99.74,4411.9,Yes
2211-BDSDL,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.06,1645.88,No
1084-FPRCJ,Male,1,Yes,No,29,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.74,2119.8,Yes
1258-YPZWE,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.63,3879.88,Yes
4941-MPTMZ,Male,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,91.72,3397.75,No
9723-JRFDJ,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.51,974.2,Yes
8313-EMKQE,Female,1,No,No,36,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,72.64,2638.89,No
4027-WJMRX,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.37,1654.38,No
8684-BQZMK,Female,1,No,Yes,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),109.03,6089.93,No
3692-BNTMP,Male,1,Yes,Yes,27,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.52,2463.0,No
9484-MFPYR,Female,0,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,102.03,5524.82,Yes
8372-UHTEW,Male,1,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),76.03,1820.65,No
1554-RLJBG,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.54,2153.98,No
8566-ULQMC,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.25,684.02,Yes
4872-YMLZH,Female,0,Yes,Yes,29,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.58,,Yes
7488-BMRJV,Female,0,No,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),92.26,2330.47,No
8720-QBLLH,Male,0,No,No,15,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.92,1409.44,Yes
2054-DSNTE,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),94.75,2951.46,No
3485-EYLYC,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.99,7277.24,No
2617-FVFKJ,Male,0,No,Yes,69,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.49,5443.03,No
3043-FJHLX,Male,0,No,Yes,49,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,72.19,3527.15,No
6371-VNYYU,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,44.44,1294.25,No
4859-YDWWA,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,114.38,1270.6,Yes
9630-ZPDTK,Female,0,No,Yes,24,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),82.97,1967.43,No
4554-QBWBX,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.75,1659.19,Yes
7809-NBYEL,Female,0,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.46,597.38,No
5589-RKQWZ,Female,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,106.73,2881.78,Yes
6122-MVRPR,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.58,1290.09,Yes
4440-YNYCJ,Male,1,No,No,32,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),82.53,2630.92,No
2970-WCFBZ,Male,1,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.97,2044.37,No
8592-KMQQD,Female,0,Yes,No,63,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.14,4842.68,No
8117-HUARZ,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),95.97,1059.55,No
9478-YDZWX,Female,0,No,Yes,14,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.06,1086.09,No
7313-ECYFD,Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37.86,2642.21,No
9243-TLVCS,Female,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.21,364.32,Yes
6905-WWWKA,Female,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.59,985.98,No
3990-VZECS,Female,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),100.25,3124.58,No
8207-YEBKY,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,95.12,2276.32,Yes
5869-GMCPX,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,117.65,2825.81,Yes
8594-GSVZT,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),86.67,6225.92,No
7356-WBFJP,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,107.24,7734.26,Yes
3047-XTMKL,Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,98.61,3626.43,No
8876-VWBWK,Female,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),81.46,2047.69,No
3648-YMFNE,Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.72,1669.86,No
5578-ZSHPN,Male,0,No,No,53,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.62,4807.92,No
9785-XRPMS,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,90.86,4459.71,Yes
8951-DLNFS,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,107.44,504.02,Yes
7363-LYBHJ,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,76.47,1774.15,No
8691-PEEVX,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.67,455.84,No
9828-UYBWM,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,111.74,1347.57,No
6728-AGXEP,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.09,2261.98,No
3728-XYWWD,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,44.22,1355.69,No
8732-TKQZX,Male,0,No,Yes,25,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,83.66,2099.03,Yes
2827-DPJJY,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.47,1051.37,Yes
4359-CQYVF,Female,0,No,Yes,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,65.89,1192.9,Yes
6229-RPVBJ,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),101.56,5703.3,No
3367-KJDLW,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,,99.86,3915.14,No
3475-BTTRL,Female,0,No,No,30,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,86.48,2590.16,No
1372-VYXMU,Female,0,Yes,No,45,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.79,3962.99,Yes
9785-SDXGE,Male,0,No,No,48,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,80.35,3833.28,No
6420-NFGBH,Male,1,Yes,Yes,46,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,81.49,3719.52,No
4368-KLAQH,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,108.62,3916.57,No
9573-AQQEX,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.87,404.66,No
9167-DYMBD,Female,0,No,Yes,15,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,76.7,1163.15,No
5647-EQAAK,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.92,1849.66,No
1524-DQFAJ,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.63,1320.88,Yes
4417-CCFCJ,Female,0,No,No,72,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),76.99,5534.96,No
8669-UTMYA,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,91.23,1551.85,Yes
9251-JQPUZ,Male,1,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.82,1357.73,No
7125-CTWFL,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.88,965.43,No
1763-XXRRP,Female,1,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,67.26,145.34,No
8737-HSZCD,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.1,3700.5,No
5937-TXTCV,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,116.24,1528.65,No
8854-MGVTY,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.24,3330.2,No
3365-AKTXH,Male,1,Yes,Yes,22,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.64,1695.11,No
3868-VEZHX,Male,1,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.89,713.33,No
8258-WTDJS,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,104.5,3131.9,Yes
2063-BDALE,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,91.3,3764.46,No
2608-RTHYL,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),113.27,4433.52,No
4718-PEZLS,Male,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),107.31,3100.89,No
4695-WUQXL,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,99.7,6393.15,No
7683-XJSMG,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),102.97,2489.72,No
2358-JVLGM,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,38.66,570.2,No
